usernames,post_captions,like_counts,comments_counts,comments_content,comment_user,types,id,post_lang,comment_lang
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,عزااه كنت اجيك ب البريك اخذ قهوا 💔,dalalbehbehani1,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,💖💖💖 @nalbarrak احنا ولهنا عليكم بعد,ealkhameess,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,We miss you too💔,hanoona104,GraphImage,2320603780374466747,ar,en
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@ealkhameess حيييل امبيه توني قاعده اقووولج😭❤️,jjs7_,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,💙💙,amalalhulaibi,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,ناطرين والله 💙🤦🏻‍♀️,bshbosha_2,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,We missed you too ♥️,saaa_al_,GraphImage,2320603780374466747,ar,en
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,💃💃💃💃💃,iio6di__,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@nalbarrak اييييي❤️❤️❤️,nour_alruwaieh,GraphImage,2320603780374466747,ar,ps
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,ناطرين😍🥺👏🏻,lulwaalkhamees,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,أنا و قلبي على نار 😭💓 @amalalhulaibi,maltherban,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@jjs7_ ناااطرين😍😍,_imeem__,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,More more😭💔,27auei,GraphImage,2320603780374466747,ar,en
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,يعني مو باجر ؟ @tobysestatekw,danafq,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,اشتقتلكم يا احلا قهوه بالعالم❤️😭,umhamad999,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,ولهنا عليكم ❤️,aisha.almunief,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,😍😍,nourah_alajmi5,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@sharofaa,sharofaa,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,ولهنا اكثر🥺♥️♥️,afm73x_,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,نبي بأجر الله يخليكم🥺🥺🥺🥺,awradalshayji,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,ليش مو باجر💔,aleasmaaa,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,شنو الافرع الي تكون فاتحه,athary.26,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,Moreeeee wallah @nourah_alajmi5,muneera_alawadhi88,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@aisha.almunief انا اول وحده بتطلب🥺🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️♥️,alajmi_76x,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@maltherban ناطرين💘,salmu2_,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@itssara_2  ها مشتاقين ولا مو مشتاقين؟؟,aalsharrah,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,نقدر نطلب حق باجر؟!,rayoma_2,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,waitiinggggg🤍🥺🥺,jenannn_,GraphImage,2320603780374466747,ar,ceb
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,ولهناا🥺,mmalothman,GraphImage,2320603780374466747,ar,sd
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,we miss you too 💕💕,shahad1alsh,GraphImage,2320603780374466747,ar,en
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@_1h21,jenannn_,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@afm73x_ فووووق ما تتخيلين,afnan2x_,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,مروج باچر الساعه چم 😭؟؟,farah_malallah,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,بااااجر؟؟؟؟ مخططه امركم باجر من الصبح اساعدكم بالافتتاح واتقهوووى 💔💔🤣🤣,bobsabbah,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@shahad1alsh ☹️☹️☹️,xhindx,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,We missed you too 💔,fatmaahah,GraphImage,2320603780374466747,ar,en
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@jenannn_ 😭❤️❤️ هانت,fatmaahah,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@shahad1alsh 🙏🏻❤️❤️الحمدلله,alhajrifatmaa,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,🔥😍❤️,fatmaahah,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,💘,miss.alra8ya,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,We miss you more 💚❤️,into.myrealm,GraphImage,2320603780374466747,ar,en
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,cant wait,tooooota_95,GraphImage,2320603780374466747,ar,en
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@alhajrisara6 @alhajrifatmaa 💃💃💃,_1h21,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@hessaalmetrek meta meta 😭💕💕,mfs.86,GraphImage,2320603780374466747,ar,hr
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,ولهنا😭💕💕 @fatmaahah,bashboshtee,GraphImage,2320603780374466747,ar,sd
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,@alhajrifatmaa waaayed😭💕💕,talalalkhaldiii,GraphImage,2320603780374466747,ar,so
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,متى تفتحون,jkxxab,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,👏👏😢😢,mjkaram88,GraphImage,2320603780374466747,ar,Emjoi or No Caption
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,عقبال ما توصلون عبدالله مبارك 🥺,j.alostad,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,طول بعد الفراق,hamad.3286,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,متااابعييين 😍,nwkalbader,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,متابعين وناطرين👏🏼👀,bwkalbader,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,يالله🔥🔥🔥🔥,thingstodo_bym,GraphImage,2320603780374466747,ar,ar
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,Waiting🥺,blog.gahwa,GraphImage,2320603780374466747,ar,en
tobysestatekw,ولهنا عليكم. قريب راح نعلن عن أوقات العمل و الخدمات المتوفرة. خلكم متابعينا 🌴,-1,55,"We don’t want delivery, we want to visit and sit in",the.coffeekw,GraphImage,2320603780374466747,ar,en
tobysestatekw,عيدكم مبارك و عساكم من عواده🙏🏽,-1,7,☕️🚶🏽‍♂️ eid mubarak,bobsabbah,GraphImage,2315543533884758006,ar,ar
tobysestatekw,عيدكم مبارك و عساكم من عواده🙏🏽,-1,7,@tobysestatekw ايامكم سعيده مشتاقين والله💙💙💙,quitemo,GraphImage,2315543533884758006,ar,ar
tobysestatekw,عيدكم مبارك و عساكم من عواده🙏🏽,-1,7,@awmubailish @bwkalbader @aaalyaseen1 @abdullaalessa 💔💔,mfs.86,GraphImage,2315543533884758006,ar,Emjoi or No Caption
tobysestatekw,عيدكم مبارك و عساكم من عواده🙏🏽,-1,7,@nwkalbader 💔💔💔💔💔,deetrendkw,GraphImage,2315543533884758006,ar,Emjoi or No Caption
tobysestatekw,عيدكم مبارك و عساكم من عواده🙏🏽,-1,7,ايامكم سعيده اشتقنا🥺💔,shahadald_,GraphImage,2315543533884758006,ar,ar
tobysestatekw,عيدكم مبارك و عساكم من عواده🙏🏽,-1,7,أيامڪم سعيدة ❤️,iihadeel4,GraphImage,2315543533884758006,ar,ar
tobysestatekw,عيدكم مبارك و عساكم من عواده🙏🏽,-1,7,ايامكم سعيدة 😻❤️,sara.alsh0,GraphImage,2315543533884758006,ar,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,😢😢,aldaihanihaya_,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔💔💔,fk_62,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔💔,fawaz_aljeemaz,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,راح نشتاقلكم💔,rshaidd,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,🥺🥺💔,fahadmmh,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔💔💔💔💔,emanalanezii,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔💔,xhindx,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔,nfnfkwt,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔💔,hudalotaibi,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔🥺,bshbosha_2,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,❤️,assory_90,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔,nourah_alajmi5,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔💔,dar_alf,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,🥺💔,maryom_92,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💚,sh.t.n_life,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,👋,haidro0o,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,😪😪,haidro0o,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,يازينكم الله يحفظ الكويت ويرفع عنا البلاء❤️,yalwat.kwt,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,بشتاق لكم 😢💔,nanoosha89,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,😢,joywang1744,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔😭,she.is.where,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,💔😢,she.is.where,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,متأكدين انكم سكرتوا القهوه علشان سلماتنا ؟,aavvyyxxss,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,أنا كان على بالي الحكومه الي سكروها عليكم,aavvyyxxss,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,والله حتى احنا بنفقدكم💔,saraalenzex7,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,اشتقت لما امركم الصبح قبل الدوام💔,soso.ashknani,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,When will it be normal?,mthayelalsaedi,GraphImage,2305841965950296050,en,en
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,تدرون ان اشتقت لقهوتكم😞 واني كل يوم ادش على اكاونتكم اشوف صور القهوى واقول ( اشوفك كل يوم واروح واقول نظره ترد الروح💔😢) الله يخليكم افتحوا بس عشاني والله اقعد عاجل واخذ قهوى واطلع حتى ما اصور 😭😢,alkshaima90,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,@she.is.where حسبي الله على اللي حال بيني وبينك ☕️💔😭,abdullah6980,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,عممممري,hamad.3286,GraphImage,2305841965950296050,en,ar
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,🔥🔥🔥,latifa.121,GraphImage,2305841965950296050,en,Emjoi or No Caption
tobysestatekw,"We closed our doors today for your safety & the safety of our country. We will miss you of course, but we will see you all real soon after the lockdown. Stay safe  and caffeinated everyone🙏🏽☕",-1,32,مشتاقين 💔,a_a2014a_a,GraphImage,2305841965950296050,en,ar
tobysestatekw,"لحق على طلبك! 
نقدم لكم التوبيز لاتيه بارتي بوكس المميزه 
متوفر لي قبل الفطور اليوم فقط في 
@deliveroo_kw 
@talabatkwt 
@getcofe 
Providing you our very special Toby's latte party box! 
Orders available today before iftar time ONLY so dont forget to place your order! 
Available on 
Deliveroo
Talabat
Cofe",-1,7,بجم,b0_kandar,GraphImage,2305099196529020354,ar,Emjoi or No Caption
tobysestatekw,"لحق على طلبك! 
نقدم لكم التوبيز لاتيه بارتي بوكس المميزه 
متوفر لي قبل الفطور اليوم فقط في 
@deliveroo_kw 
@talabatkwt 
@getcofe 
Providing you our very special Toby's latte party box! 
Orders available today before iftar time ONLY so dont forget to place your order! 
Available on 
Deliveroo
Talabat
Cofe",-1,7,ليش ماكو توصيل الجهرا😪,hamad.3286,GraphImage,2305099196529020354,ar,ar
tobysestatekw,"لحق على طلبك! 
نقدم لكم التوبيز لاتيه بارتي بوكس المميزه 
متوفر لي قبل الفطور اليوم فقط في 
@deliveroo_kw 
@talabatkwt 
@getcofe 
Providing you our very special Toby's latte party box! 
Orders available today before iftar time ONLY so dont forget to place your order! 
Available on 
Deliveroo
Talabat
Cofe",-1,7,كله مصكر بطلبات,alahmadn_,GraphImage,2305099196529020354,ar,ar
tobysestatekw,"لحق على طلبك! 
نقدم لكم التوبيز لاتيه بارتي بوكس المميزه 
متوفر لي قبل الفطور اليوم فقط في 
@deliveroo_kw 
@talabatkwt 
@getcofe 
Providing you our very special Toby's latte party box! 
Orders available today before iftar time ONLY so dont forget to place your order! 
Available on 
Deliveroo
Talabat
Cofe",-1,7,How long can i keep it in the fridge?,sh.t.n_life,GraphImage,2305099196529020354,ar,en
tobysestatekw,"لحق على طلبك! 
نقدم لكم التوبيز لاتيه بارتي بوكس المميزه 
متوفر لي قبل الفطور اليوم فقط في 
@deliveroo_kw 
@talabatkwt 
@getcofe 
Providing you our very special Toby's latte party box! 
Orders available today before iftar time ONLY so dont forget to place your order! 
Available on 
Deliveroo
Talabat
Cofe",-1,7,@tobysestatekw امصكرين اليوم...,alvasan23,GraphImage,2305099196529020354,ar,ar
tobysestatekw,"لحق على طلبك! 
نقدم لكم التوبيز لاتيه بارتي بوكس المميزه 
متوفر لي قبل الفطور اليوم فقط في 
@deliveroo_kw 
@talabatkwt 
@getcofe 
Providing you our very special Toby's latte party box! 
Orders available today before iftar time ONLY so dont forget to place your order! 
Available on 
Deliveroo
Talabat
Cofe",-1,7,طلبت اليوم وكنسلوا طلبي,hamadyaloos,GraphImage,2305099196529020354,ar,ar
tobysestatekw,"لحق على طلبك! 
نقدم لكم التوبيز لاتيه بارتي بوكس المميزه 
متوفر لي قبل الفطور اليوم فقط في 
@deliveroo_kw 
@talabatkwt 
@getcofe 
Providing you our very special Toby's latte party box! 
Orders available today before iftar time ONLY so dont forget to place your order! 
Available on 
Deliveroo
Talabat
Cofe",-1,7,ليش مقفلين؟,lthwenjere,GraphImage,2305099196529020354,ar,ar
tobysestatekw,صار وقت القهوة الأساسية 🍇☕,-1,2,@i_alsharaf90 @theadnanaltimimi 1 hot toby’s latte😣💔,shahed_daaitt,GraphImage,2304636817831881668,ar,en
tobysestatekw,صار وقت القهوة الأساسية 🍇☕,-1,2,@tobysestatekw ليش اليوم امصكرين,fasouri,GraphImage,2304636817831881668,ar,ar
tobysestatekw,صباح النكهات🍏🌰,-1,0,no comment,barista_steph,GraphImage,2304450530805825690,ar,en
tobysestatekw,"Welcome to Toby's Estate Kuwait's V60 brewing session! Learn how to make your perfect coffee at home using our finest filter roasts☕🌴
نرحب بكم بتعليمكم عن تحضير قهوة الV60 بإستعمال حبوب قهوتنا المميزه!☕🌴",-1,8,🔥🔥🔥🔥,q8.1994e,GraphVideo,2304094505179344586,ar,Emjoi or No Caption
tobysestatekw,"Welcome to Toby's Estate Kuwait's V60 brewing session! Learn how to make your perfect coffee at home using our finest filter roasts☕🌴
نرحب بكم بتعليمكم عن تحضير قهوة الV60 بإستعمال حبوب قهوتنا المميزه!☕🌴",-1,8,👌🏼👌🏼🔥,ae_als,GraphVideo,2304094505179344586,ar,Emjoi or No Caption
tobysestatekw,"Welcome to Toby's Estate Kuwait's V60 brewing session! Learn how to make your perfect coffee at home using our finest filter roasts☕🌴
نرحب بكم بتعليمكم عن تحضير قهوة الV60 بإستعمال حبوب قهوتنا المميزه!☕🌴",-1,8,Nice job Lee :) 👍👍,the.coffeekw,GraphVideo,2304094505179344586,ar,en
tobysestatekw,"Welcome to Toby's Estate Kuwait's V60 brewing session! Learn how to make your perfect coffee at home using our finest filter roasts☕🌴
نرحب بكم بتعليمكم عن تحضير قهوة الV60 بإستعمال حبوب قهوتنا المميزه!☕🌴",-1,8,@lthwenjere ❤️,lawyaria,GraphVideo,2304094505179344586,ar,Emjoi or No Caption
tobysestatekw,"Welcome to Toby's Estate Kuwait's V60 brewing session! Learn how to make your perfect coffee at home using our finest filter roasts☕🌴
نرحب بكم بتعليمكم عن تحضير قهوة الV60 بإستعمال حبوب قهوتنا المميزه!☕🌴",-1,8,@alvasan23 thank you 🙏🏿 Big brother,darmem.kw,GraphVideo,2304094505179344586,ar,en
tobysestatekw,"Welcome to Toby's Estate Kuwait's V60 brewing session! Learn how to make your perfect coffee at home using our finest filter roasts☕🌴
نرحب بكم بتعليمكم عن تحضير قهوة الV60 بإستعمال حبوب قهوتنا المميزه!☕🌴",-1,8,لتخفيف الوزن حياكم بحسابي💘💘💘💘💘💘💘❤❤❤❤❤,the.coffeekw,GraphVideo,2304094505179344586,ar,ar
tobysestatekw,"Welcome to Toby's Estate Kuwait's V60 brewing session! Learn how to make your perfect coffee at home using our finest filter roasts☕🌴
نرحب بكم بتعليمكم عن تحضير قهوة الV60 بإستعمال حبوب قهوتنا المميزه!☕🌴",-1,8,ولهنا على توبي,ae_als,GraphVideo,2304094505179344586,ar,ar
